
BU_CODE,BU_NAAM,WK_CODE,GM_CODE,GM_NAAM,BEV_DICHTH,AANT_INW,AANT_MAN,AANT_VROUW,P_00_14_JR,P_15_24_JR,P_25_44_JR,P_45_64_JR,P_65_EO_JR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,P_OVER_NW,WONINGEN,P_1GEZW,P_MGEZW,P_BEWNDW,P_KOOPWON,P_HUURWON,P_HUURCORP,P_HUUROVVH,P_WONT2000,P_WONV2000,P_LEEGSW,WW_UIT_TOT,AUTO_HH,AV1_ARTSPR,AF_APOTH,AF_ZIEK_I,AV1_SUPERM,AV1_DAGLMD,AV1_CAFE,AF_WARENH,AV1_RESTAU,AF_HOTEL,AV1_KDV,AV1_BSO,AV1_ONDBAS,AF_ONDVRT,AF_ONDVMB,AF_ONDHV,AF_TREINST,AF_BIBLIO,AF_BIOS,AF_ATTRAC,AF_PODIUM,AF_MUSEUM
BU01970203,Verspreide huizen Het Zwanenbroek,WK019702,GM0197,Aalten,40,80,40,35,16,16,14,40,15,2,0,-99999999,-99999999,-99999999,-99999999,-99999999,28,86,14,96,86,14,0,14,96,4,4,0,-99999999.0,0.0,3.3,8.3,0.3,0.4,0.3,3.7,0.1,1.6,0.1,0.1,0.3,4.5,4.5,4.5,4.4,3.9,8.7,11.0,8.7,3.7
BU01970204,Bredevoort,WK019702,GM0197,Aalten,2484,1420,730,690,16,11,20,32,21,6,2,0,0,0,0,1,661,87,13,95,75,24,17,6,92,8,5,20,1.1,0.0,3.0,8.3,1.0,2.0,1.0,3.3,4.0,0.4,1.7,1.9,1.0,4.3,4.3,4.3,4.2,3.6,8.7,10.1,8.7,3.4
BU01970301,Aalten-kern West,WK019703,GM0197,Aalten,3770,2015,1005,1015,15,10,21,28,26,7,6,0,0,0,3,3,912,94,6,99,75,25,22,3,99,1,1,30,1.1,0.9,1.1,12.3,2.6,5.1,0.9,1.1,3.3,4.3,0.8,0.8,2.0,0.5,0.5,0.5,1.0,0.9,12.7,11.7,12.7,1.0
BU01970302,Aalten-kern Zuid 1,WK019703,GM0197,Aalten,1498,2420,1225,1190,18,12,25,28,18,8,6,0,0,0,4,2,1030,96,4,97,79,19,12,7,93,7,3,30,1.4,1.6,0.8,12.4,0.4,3.6,1.2,1.3,1.7,4.4,1.8,1.8,2.4,1.0,1.0,1.0,0.8,1.2,12.8,12.2,12.8,1.3
BU01970303,Aalten-kern Zuid 2,WK019703,GM0197,Aalten,2339,1510,780,730,16,15,20,37,12,7,2,0,0,0,1,1,577,95,5,99,81,19,10,8,95,5,1,10,1.3,0.0,1.3,12.3,0.0,0.9,0.4,1.8,0.1,4.4,0.4,0.4,0.6,1.5,1.5,1.5,1.3,1.7,12.7,12.5,12.7,1.7
BU01970304,Aalten-kern Noord/Noordoost,WK019703,GM0197,Aalten,3028,2690,1325,1360,15,10,21,27,27,5,3,0,0,0,1,2,1273,80,20,97,74,26,19,8,86,14,3,20,1.1,1.8,0.6,11.1,1.1,8.1,0.8,0.6,6.3,3.2,1.9,2.9,2.7,1.3,1.3,1.3,1.3,0.8,11.5,11.0,11.5,0.6
BU01970305,Aalten Kern 't Kobus,WK019703,GM0197,Aalten,2268,950,485,465,29,10,28,26,7,5,6,0,0,0,3,2,323,99,1,99,83,17,16,1,2,98,1,10,1.5,0.0,1.9,13.1,0.1,0.0,0.0,1.9,0.0,5.1,1.0,0.0,0.0,1.3,1.3,1.3,1.7,1.6,13.5,11.7,13.5,1.8
BU01970306,Aalten-kern Oost,WK019703,GM0197,Aalten,3297,1025,525,500,17,10,24,28,21,6,5,0,0,0,3,2,440,100,0,99,82,18,15,2,99,1,1,10,1.2,2.7,0.8,11.6,0.1,3.7,0.6,1.0,3.3,3.6,2.4,2.3,2.4,1.3,1.3,1.3,1.1,1.1,12.0,11.8,12.0,1.1
BU01970307,Aalten-kern Centrum,WK019703,GM0197,Aalten,3236,2245,1060,1180,10,8,20,27,34,8,5,0,0,0,1,3,1331,46,54,93,47,52,33,19,76,24,7,30,1.0,3.8,0.4,11.6,2.9,11.5,1.8,0.5,7.3,3.6,3.5,3.7,4.8,0.7,0.7,0.7,0.6,0.5,12.0,11.4,12.0,0.5
BU01970400,Dinxperlo Centrum/Oost,WK019704,GM0197,Aalten,3206,2785,1345,1435,13,9,20,28,30,14,5,0,0,0,0,4,1428,73,27,97,50,50,39,12,83,17,3,30,1.1,1.3,0.5,18.1,1.9,6.8,1.6,0.6,5.4,10.8,1.6,1.6,2.4,0.7,0.7,10.1,10.0,0.9,19.8,20.6,8.6,0.5
BU01970401,Dinxperlo Noord,WK019704,GM0197,Aalten,2991,1815,925,890,13,11,18,32,27,15,3,0,0,0,0,2,827,87,13,98,69,31,25,6,94,6,2,20,1.2,1.4,0.6,17.5,0.9,4.2,1.1,0.8,4.1,10.2,1.4,1.4,2.3,1.0,1.0,9.9,9.8,0.9,19.2,20.0,8.0,0.9
BU01970402,Dinxperlo West,WK019704,GM0197,Aalten,1905,2400,1220,1175,17,10,21,34,18,13,2,0,0,0,0,2,1020,96,4,99,71,29,24,5,96,4,1,30,1.3,1.7,0.9,17.5,0.5,3.7,1.0,0.9,3.1,10.3,1.0,1.0,1.9,1.7,1.7,10.0,10.3,0.6,19.2,20.0,8.0,1.0
BU01970403,De Heurne-kern,WK019704,GM0197,Aalten,1545,350,175,170,16,13,20,35,15,3,1,-99999999,-99999999,-99999999,-99999999,-99999999,139,92,8,98,87,13,6,6,81,19,2,0,1.9,0.0,3.4,17.5,0.0,0.9,0.0,3.5,1.0,7.4,1.0,0.0,1.0,3.8,3.8,7.8,7.5,3.3,19.2,18.2,8.0,3.6
BU01970408,Verspreide huizen Dinxperlo,WK019704,GM0197,Aalten,146,245,125,120,17,9,19,30,25,5,2,-99999999,-99999999,-99999999,-99999999,-99999999,102,85,15,91,84,16,0,16,91,9,9,0,1.6,0.1,1.5,17.9,0.0,0.0,0.0,1.6,0.4,9.9,0.1,0.1,0.2,1.7,1.7,9.2,9.0,1.7,19.5,19.6,8.4,1.8
BU01970409,Verspreide huizen De Heurne,WK019704,GM0197,Aalten,72,650,340,305,16,13,16,34,22,4,1,-99999999,-99999999,-99999999,-99999999,-99999999,258,81,19,94,86,14,0,14,95,5,6,10,1.5,0.0,3.9,17.7,0.0,0.4,0.0,4.1,0.3,7.8,0.2,0.0,0.2,4.1,4.1,7.4,7.2,4.0,19.0,17.7,8.9,4.2
BU02000101,Binnenstad,WK020001,GM0200,Apeldoorn,6942,5495,2860,2630,5,18,34,23,21,13,13,1,1,1,2,9,3701,13,87,92,35,64,19,45,84,16,8,130,0.6,1.7,0.4,2.3,4.8,26.3,34.9,0.5,64.5,0.5,1.3,1.2,0.8,1.0,1.0,1.1,1.1,0.6,0.6,2.6,0.6,0.6
BU02000102,De Haven,WK020001,GM0200,Apeldoorn,5797,1870,980,890,9,9,27,27,28,9,15,1,1,1,4,8,965,33,67,95,64,36,22,14,50,50,5,30,0.9,0.6,0.6,3.0,4.1,18.9,18.6,0.6,37.2,0.8,1.4,1.2,1.1,1.2,1.2,1.2,0.7,1.1,1.2,2.5,1.2,1.1
BU02000201,Brinkhorst,WK020002,GM0200,Apeldoorn,5157,2970,1495,1475,12,13,22,31,22,10,7,0,1,0,1,5,1502,68,32,97,63,37,30,7,95,5,3,50,0.8,1.7,0.4,1.6,3.9,17.9,20.3,1.1,38.8,1.0,2.9,2.5,1.1,0.5,0.5,1.5,1.8,0.8,0.9,2.2,0.9,0.8
BU02000202,Sprengenweg-Noord,WK020002,GM0200,Apeldoorn,4478,1135,505,635,8,8,12,26,45,10,5,0,1,0,1,2,628,49,51,96,62,37,32,5,93,7,4,20,1.0,2.3,0.6,1.7,2.2,11.4,21.5,1.3,36.5,0.4,7.8,3.8,2.9,0.6,0.6,1.1,2.1,0.9,1.0,2.0,0.5,0.9
BU02000203,Sprengenbos,WK020002,GM0200,Apeldoorn,4011,4270,2015,2255,13,11,19,30,27,8,3,0,0,0,0,2,2172,63,37,96,73,26,9,18,92,8,4,60,1.1,0.7,0.6,1.2,1.2,4.0,0.6,2.0,3.3,0.6,5.3,2.4,1.9,0.6,0.6,0.8,2.8,1.6,1.7,1.4,1.0,1.6
BU02000204,Berg en Bos,WK020002,GM0200,Apeldoorn,1260,2065,1045,1015,14,11,11,32,32,10,3,0,1,1,0,2,864,90,10,96,94,6,0,6,95,5,4,20,1.6,0.2,1.1,1.4,0.2,0.9,0.0,2.7,1.0,0.7,1.8,0.7,1.4,0.8,0.8,0.8,3.6,2.4,2.5,1.0,1.6,2.2
BU02000205,Driehuizen,WK020002,GM0200,Apeldoorn,4678,4645,2295,2350,14,10,22,31,23,8,6,0,0,1,1,3,2172,68,32,98,68,32,25,7,83,17,2,60,1.1,0.6,0.9,1.1,2.0,5.4,0.8,1.9,2.7,1.4,4.6,3.4,2.8,0.7,0.7,1.2,2.5,1.6,1.7,1.5,1.7,1.6
BU02000206,Orden,WK020002,GM0200,Apeldoorn,2670,6365,3075,3290,16,12,23,28,21,9,19,1,1,1,8,9,3070,62,38,98,45,55,52,3,89,11,2,110,0.9,1.1,0.6,1.3,1.2,5.4,0.0,2.6,1.9,1.4,4.3,2.6,2.9,1.5,1.6,1.5,3.2,2.5,2.7,1.7,2.7,2.6
BU02000207,Park Berg en Bos,WK020002,GM0200,Apeldoorn,3,10,5,5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.2,1.8,1.8,0.0,0.2,0.0,3.5,1.0,1.4,0.2,0.2,1.0,1.5,1.5,1.5,4.3,3.1,3.2,1.2,2.4,2.9
BU02000301,Ugchelen,WK020003,GM0200,Apeldoorn,2163,3515,1710,1800,13,10,15,30,32,6,2,0,0,0,0,1,1545,94,6,96,84,16,12,5,87,13,4,30,1.2,0.8,0.9,1.6,1.2,5.7,0.6,3.5,0.6,2.0,1.3,3.0,1.1,3.0,3.0,4.1,5.1,1.5,4.8,4.2,4.8,4.7
BU02000302,Ugchelen-Zuid,WK020003,GM0200,Apeldoorn,244,170,90,80,12,8,16,29,35,3,1,-99999999,-99999999,-99999999,-99999999,-99999999,82,100,0,91,30,68,54,15,94,6,9,0,1.6,0.2,1.5,2.3,0.0,0.0,0.0,4.3,0.0,1.2,0.6,1.4,0.6,3.8,3.8,4.8,5.9,2.2,5.7,4.9,5.7,5.6
BU02000303,De Heeze,WK020003,GM0200,Apeldoorn,7595,2465,1200,1265,16,9,25,29,21,8,11,1,1,1,3,6,1221,52,48,98,46,54,38,16,83,17,2,40,0.9,3.0,0.4,2.5,1.2,2.3,1.0,1.2,2.3,2.1,5.0,2.1,1.1,1.3,1.3,2.6,2.4,2.1,2.2,2.8,2.2,2.1
BU02000304,Westenenk,WK020003,GM0200,Apeldoorn,4544,3640,1835,1805,16,10,24,34,16,7,9,1,1,0,3,4,1565,84,16,98,64,36,33,3,86,14,2,60,1.1,1.1,1.0,2.1,1.2,4.5,1.0,1.3,3.4,2.8,4.7,3.4,2.2,1.1,1.1,2.9,3.1,1.5,2.9,3.1,2.9,2.8
BU02000305,Winkewijert,WK020003,GM0200,Apeldoorn,2611,1770,885,880,17,11,25,29,18,7,6,1,0,0,2,3,788,78,22,97,84,16,9,7,99,1,3,30,1.1,0.1,0.8,1.8,0.8,5.8,1.3,1.4,4.9,3.2,4.6,3.8,2.6,0.7,0.7,3.1,3.5,1.3,3.2,3.6,3.2,3.2
BU02000306,De Bouwhof,WK020003,GM0200,Apeldoorn,4160,2410,1190,1220,15,9,17,29,30,9,3,0,0,0,0,2,1008,96,4,98,81,19,16,3,95,5,2,40,1.2,0.6,0.6,0.8,1.9,9.3,1.0,2.6,1.0,3.0,3.6,3.1,2.6,2.1,2.1,3.9,4.5,0.4,4.3,4.0,4.3,4.2
BU02000307,Brouwersmolen-Noord,WK020003,GM0200,Apeldoorn,202,165,95,70,16,11,22,34,18,5,2,-99999999,-99999999,-99999999,-99999999,-99999999,82,98,2,68,49,51,0,51,88,12,32,0,-99999999.0,2.0,1.0,1.9,0.7,1.0,0.0,1.8,0.2,2.2,1.0,0.5,0.5,1.5,1.5,2.1,2.9,2.3,2.6,2.3,2.6,2.5
BU02000308,Dennenheuvel,WK020003,GM0200,Apeldoorn,127,130,65,65,15,12,13,17,43,6,3,-99999999,-99999999,-99999999,-99999999,-99999999,31,100,0,97,97,3,0,3,97,3,3,0,-99999999.0,0.0,0.5,0.5,0.2,1.1,0.0,3.1,0.0,2.5,3.9,2.0,2.0,2.4,2.4,4.8,5.1,0.8,4.9,4.9,4.9,4.8
BU02000309,Holthuizen,WK020003,GM0200,Apeldoorn,2281,425,265,160,13,16,47,18,7,3,70,0,1,0,6,64,54,96,4,93,85,15,0,15,94,6,7,0,-99999999.0,0.8,1.0,2.5,0.2,0.3,0.0,1.6,0.0,1.8,0.4,0.1,0.1,1.5,1.5,2.5,2.2,1.8,1.9,2.9,1.9,1.8
BU02000310,Brouwersmolen-Zuid,WK020003,GM0200,Apeldoorn,335,145,85,55,0,59,39,1,1,19,77,1,0,0,1,75,2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,0.2,0.0,1.0,1.9,1.0,4.0,0.0,2.7,1.0,2.2,0.0,0.0,0.0,2.4,2.4,2.5,3.8,1.6,3.6,2.6,3.6,3.5
BU02000311,Wernem,WK020003,GM0200,Apeldoorn,585,200,100,100,21,16,28,26,11,4,4,-99999999,-99999999,-99999999,-99999999,-99999999,77,100,0,84,97,3,0,3,14,86,16,0,1.3,0.0,1.3,1.4,0.1,0.5,0.1,2.8,1.1,2.2,0.0,0.0,0.0,2.0,2.0,4.2,5.0,1.5,4.7,5.2,4.7,4.6
BU02000401,Brummelhof,WK020004,GM0200,Apeldoorn,4560,3490,1755,1735,14,11,23,34,18,9,8,1,1,1,2,3,1666,69,31,97,63,37,25,12,94,6,3,60,1.0,1.4,1.3,3.4,3.0,7.0,2.8,0.9,4.2,2.2,4.0,3.1,2.3,1.3,1.4,2.7,2.2,1.9,2.3,3.7,2.3,2.2
BU02000402,Vogelkwartier,WK020004,GM0200,Apeldoorn,6502,5015,2515,2500,14,11,29,27,20,10,14,1,1,0,5,6,2555,58,42,98,42,58,49,9,81,19,2,80,0.9,1.3,0.9,3.1,5.2,12.5,4.6,0.5,7.2,2.7,7.9,5.0,4.0,0.5,0.6,2.6,2.8,1.1,2.7,3.8,2.7,2.7
BU02000403,Staatsliedenkwartier,WK020004,GM0200,Apeldoorn,5677,3070,1585,1485,16,13,31,27,14,9,24,1,1,1,10,11,1548,48,52,99,33,67,62,5,97,3,1,60,0.7,1.2,0.9,3.7,5.0,7.0,3.7,1.0,5.3,3.1,4.4,3.7,3.6,0.7,1.3,2.4,2.5,1.0,3.2,4.2,3.2,3.1
BU02000404,Componistenkwartier,WK020004,GM0200,Apeldoorn,6560,3530,1740,1790,17,9,25,28,21,8,11,1,0,1,6,3,1708,76,24,96,49,51,46,5,92,8,4,50,1.0,1.0,0.4,2.4,2.0,7.9,2.1,1.2,5.6,3.1,4.9,2.2,2.7,0.6,0.6,2.7,3.7,0.9,3.5,4.3,3.5,3.4
BU02000405,Rivierenkwartier,WK020004,GM0200,Apeldoorn,4495,2845,1435,1410,16,12,29,25,18,10,18,1,1,1,7,8,1371,57,43,98,50,49,31,19,95,5,2,50,0.9,1.8,0.6,3.2,1.8,2.3,1.7,1.8,1.1,3.6,3.2,1.2,3.0,1.2,1.3,2.1,3.7,0.5,4.1,5.0,4.1,4.0
BU02000406,Malkenschoten,WK020004,GM0200,Apeldoorn,128,240,125,120,14,19,27,28,13,7,6,0,1,1,0,3,130,38,62,57,29,71,0,71,39,61,43,0,-99999999.0,0.0,1.4,2.1,0.1,0.4,0.1,2.4,1.7,2.4,0.2,0.0,0.0,1.7,1.7,3.3,4.7,1.7,4.6,5.3,4.6,4.5
BU02000407,Kayersmolen-Noord,WK020004,GM0200,Apeldoorn,1554,515,265,250,22,13,42,20,3,6,29,1,2,3,16,8,209,85,15,91,55,45,40,5,31,69,9,10,1.1,0.1,1.4,4.3,3.3,3.0,2.6,1.4,4.9,2.7,3.0,3.0,2.0,1.0,1.8,2.5,2.1,1.6,3.1,3.9,3.1,3.1
BU02000408,Kayersmolen-Midden,WK020004,GM0200,Apeldoorn,287,80,45,35,11,13,27,38,11,9,0,-99999999,-99999999,-99999999,-99999999,-99999999,7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999.0,0.0,1.2,3.7,0.9,0.0,1.0,2.4,0.0,3.9,0.2,0.1,0.2,1.6,2.0,2.2,3.8,1.2,4.8,5.7,4.8,4.7
BU02000409,Kayersmolen-Zuid,WK020004,GM0200,Apeldoorn,22,10,0,5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,2.1,3.3,0.0,0.0,0.0,2.6,0.0,3.3,0.0,0.0,0.0,2.2,2.2,2.2,4.4,2.0,5.6,6.5,5.6,5.5
BU02000501,Matendreef,WK020005,GM0200,Apeldoorn,6203,4230,2070,2160,18,12,26,28,17,11,10,1,1,1,1,6,1927,70,30,99,58,42,32,10,100,0,1,70,0.9,1.6,0.7,4.9,1.3,2.3,0.3,2.2,0.4,3.4,7.2,5.7,4.0,0.8,0.8,0.8,2.1,2.0,3.8,4.6,3.8,3.8
BU02000502,Matenhorst,WK020005,GM0200,Apeldoorn,6392,2945,1480,1465,17,12,26,28,16,10,12,1,1,2,3,6,1338,75,25,99,58,42,39,3,100,0,1,40,0.9,1.4,1.0,5.3,1.0,1.1,0.9,2.0,0.7,2.9,5.4,5.3,3.6,1.1,1.1,1.1,1.7,2.2,3.4,4.3,3.4,3.4
BU02000503,Matendonk,WK020005,GM0200,Apeldoorn,5736,5170,2510,2660,18,10,24,26,22,10,9,1,1,1,2,5,2246,85,15,98,58,42,40,2,100,0,2,80,1.0,1.6,0.9,6.3,1.1,4.6,0.5,1.1,3.0,3.4,4.1,2.9,2.3,1.5,1.5,1.5,1.6,1.3,4.9,5.2,4.9,4.9
BU02000504,Matenhoeve,WK020005,GM0200,Apeldoorn,3866,4720,2345,2375,18,10,22,29,22,8,6,0,1,1,1,3,1916,96,4,99,73,27,23,4,99,1,1,60,1.1,0.8,0.9,5.6,1.0,4.7,0.4,1.0,2.1,4.3,3.7,1.9,1.6,1.2,1.2,1.2,2.5,1.0,5.6,6.1,5.6,5.6
BU02000505,Matenveld,WK020005,GM0200,Apeldoorn,5113,5770,2880,2890,18,11,23,27,20,10,8,1,1,1,1,4,2378,95,5,99,65,35,30,5,100,0,1,90,1.1,0.8,1.3,4.8,0.8,1.1,0.2,1.5,0.3,4.4,3.2,2.2,1.3,0.8,0.8,0.8,3.1,1.3,5.2,6.0,5.2,5.2
BU02000506,Matengaarde,WK020005,GM0200,Apeldoorn,3154,2740,1305,1435,12,9,21,28,30,10,8,0,1,1,1,4,1499,44,56,96,29,71,51,20,96,4,4,50,0.8,1.8,0.7,5.8,1.5,6.1,0.6,1.0,3.5,3.4,5.3,4.4,3.2,1.1,1.1,1.1,1.8,1.1,4.4,5.0,4.4,4.4
BU02000507,Matenhoek,WK020005,GM0200,Apeldoorn,667,135,75,60,9,15,15,38,23,6,4,-99999999,-99999999,-99999999,-99999999,-99999999,52,88,12,81,81,17,0,17,85,15,19,0,-99999999.0,0.2,1.5,4.4,0.7,1.5,0.1,2.0,0.8,2.2,1.2,1.0,0.0,1.6,1.6,1.6,1.6,2.5,2.5,3.3,2.5,2.5
BU02000508,Kuipersveld,WK020005,GM0200,Apeldoorn,-99999999,5,5,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU02000601,Welgelegen,WK020006,GM0200,Apeldoorn,5379,3810,1895,1910,13,10,22,32,23,8,7,0,0,0,1,4,1717,65,35,97,77,23,15,8,52,48,3,50,1.1,0.5,1.0,3.8,2.3,4.4,2.1,1.6,5.8,1.7,2.8,1.2,1.1,1.7,1.7,1.8,1.3,1.8,1.9,2.5,1.9,1.9
BU02000602,Osseveld-West,WK020006,GM0200,Apeldoorn,4204,2210,1080,1125,12,15,16,38,20,8,7,0,1,1,1,4,920,96,4,97,73,27,25,2,97,3,3,30,1.2,0.0,1.3,4.8,0.6,1.6,0.0,2.3,0.9,2.5,1.9,1.6,1.6,1.8,1.8,2.8,1.5,1.4,2.9,2.7,2.9,2.9
BU02000603,Osseveld-Oost,WK020006,GM0200,Apeldoorn,5952,5025,2510,2515,20,14,24,31,11,7,10,1,1,1,5,3,1975,82,18,98,74,26,17,9,32,68,2,90,1.1,0.7,0.8,6.1,1.3,1.7,0.0,2.6,1.2,2.2,3.3,3.3,2.5,2.3,2.3,3.5,0.9,0.7,4.2,3.1,4.2,4.2
BU02000604,Woudhuis,WK020006,GM0200,Apeldoorn,4669,6110,3015,3095,16,14,20,33,16,7,7,0,1,1,2,4,2438,84,16,99,69,31,27,4,83,17,1,80,1.1,0.6,1.0,6.1,0.8,0.6,0.0,3.1,0.7,1.3,3.0,4.2,2.8,2.8,2.8,3.1,1.0,1.0,4.3,3.6,4.3,4.2
BU02000605,Groot Zonnehoeve,WK020006,GM0200,Apeldoorn,1509,1770,940,830,20,12,26,24,17,7,5,1,0,1,2,2,505,89,11,94,65,35,4,31,9,91,6,20,1.3,0.1,1.7,6.1,0.8,0.0,0.2,1.9,0.1,2.5,0.0,0.0,0.0,2.2,2.2,2.2,0.7,1.9,4.2,4.3,4.2,4.2
BU02000606,De Voorwaarts,WK020006,GM0200,Apeldoorn,-99999999,5,5,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU02000607,Bedrijvenpark Ecofactorij,WK020006,GM0200,Apeldoorn,-99999999,0,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,3,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU02000608,Bedrijvenpark Oost,WK020006,GM0200,Apeldoorn,357,60,25,30,15,8,22,47,7,3,2,-99999999,-99999999,-99999999,-99999999,-99999999,18,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999.0,0.0,1.4,6.7,0.0,0.0,0.0,3.1,0.6,2.4,1.0,0.3,0.3,2.8,2.8,4.1,1.5,1.3,4.8,3.7,4.8,4.8
BU02000701,Zevenhuizen,WK020007,GM0200,Apeldoorn,5004,2215,1085,1125,14,9,21,33,24,6,3,0,0,0,1,2,1031,90,10,98,79,21,15,7,92,8,2,40,1.1,0.7,0.9,3.6,0.6,2.3,1.4,1.6,3.6,1.5,3.5,1.6,1.8,1.4,1.4,1.6,1.7,1.3,1.8,1.9,1.8,1.7
BU02000702,Sluisoord,WK020007,GM0200,Apeldoorn,3912,4085,1975,2110,17,13,21,27,23,9,25,1,1,1,7,14,1778,70,30,98,45,54,49,6,94,6,2,60,0.9,0.7,1.1,4.5,0.5,1.4,0.3,1.2,0.7,2.5,2.0,1.0,2.0,0.8,0.8,2.1,2.6,0.6,2.7,1.0,2.7,2.6
BU02000703,De Mheen,WK020007,GM0200,Apeldoorn,6382,3260,1645,1615,17,12,28,25,18,10,11,1,1,1,3,5,1402,85,15,98,60,40,15,24,92,8,2,50,1.0,0.0,0.7,5.0,1.8,3.5,0.9,1.9,0.6,2.9,2.8,1.5,1.5,1.4,1.4,2.9,2.0,1.6,3.1,2.3,3.1,3.1
BU02000704,Anklaar,WK020007,GM0200,Apeldoorn,5794,4255,2070,2180,18,10,23,25,24,8,19,1,1,1,6,10,1983,64,36,95,48,52,44,8,80,20,5,50,0.9,2.8,0.6,5.3,1.7,2.6,0.5,0.6,1.7,3.2,2.4,1.5,2.4,1.3,1.3,2.3,2.6,1.1,3.5,1.2,3.5,3.5
BU02000705,Sprenkelaar,WK020007,GM0200,Apeldoorn,5079,3920,1890,2030,21,14,24,25,17,10,27,1,2,1,7,16,1628,66,34,99,42,58,53,5,96,4,1,50,0.9,0.6,0.9,5.9,1.0,1.5,1.3,1.4,0.4,3.2,3.3,1.5,2.3,1.4,1.4,3.2,1.7,1.5,4.0,2.1,4.0,4.0
BU02000706,Bedrijvenpark Apeldoorn Noord,WK020007,GM0200,Apeldoorn,86,175,90,85,12,8,30,33,16,8,3,-99999999,-99999999,-99999999,-99999999,-99999999,161,52,48,53,24,76,47,29,10,90,47,0,-99999999.0,1.2,1.4,5.6,0.3,0.5,0.0,1.4,0.1,3.2,0.1,0.9,0.0,1.9,1.9,2.3,3.5,1.8,4.0,1.2,3.9,4.0
BU02000707,Sleutelbloem,WK020007,GM0200,Apeldoorn,332,60,30,25,15,14,25,36,10,3,5,-99999999,-99999999,-99999999,-99999999,-99999999,25,92,8,92,76,24,0,24,100,0,8,0,-99999999.0,0.2,1.1,4.1,1.5,2.9,0.9,1.5,1.0,1.9,1.6,0.9,1.5,1.2,1.2,1.7,2.4,0.9,2.2,0.8,2.2,2.2
BU02000708,Zuidbroek - Mozaïek & Rooster,WK020007,GM0200,Apeldoorn,4251,5645,2800,2850,31,8,39,15,6,7,12,1,1,1,4,5,1961,85,15,97,65,35,28,7,1,99,3,70,1.1,0.4,1.6,6.4,0.9,0.9,0.0,1.6,0.0,3.9,2.5,2.5,1.7,2.3,2.3,2.8,3.5,2.0,4.6,1.3,4.6,4.6
BU02000709,Zuidbroek - De Wellen,WK020007,GM0200,Apeldoorn,294,345,160,185,16,10,17,25,32,6,4,0,1,1,1,2,99,73,27,96,64,36,0,36,24,76,4,10,1.3,0.0,1.6,6.6,0.0,0.5,0.0,2.1,0.2,3.8,1.0,0.4,1.2,2.1,2.1,3.9,2.3,2.3,4.7,2.8,4.7,4.7
BU02000801,De Parken,WK020008,GM0200,Apeldoorn,1998,2440,1240,1200,17,12,17,30,24,9,3,0,1,0,0,2,998,88,12,95,88,11,2,9,95,5,5,30,1.4,2.5,0.6,2.8,2.6,16.8,13.8,1.3,28.3,0.6,3.8,3.2,3.4,0.6,0.6,0.6,1.8,1.3,1.3,2.0,1.0,1.3
