
BU_CODE,BU_NAAM,WK_CODE,GM_CODE,GM_NAAM,BEV_DICHTH,AANT_INW,AANT_MAN,AANT_VROUW,P_00_14_JR,P_15_24_JR,P_25_44_JR,P_45_64_JR,P_65_EO_JR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,P_OVER_NW,WONINGEN,P_1GEZW,P_MGEZW,P_BEWNDW,P_KOOPWON,P_HUURWON,P_HUURCORP,P_HUUROVVH,P_WONT2000,P_WONV2000,P_LEEGSW,WW_UIT_TOT,AUTO_HH,AV1_ARTSPR,AF_APOTH,AF_ZIEK_I,AV1_SUPERM,AV1_DAGLMD,AV1_CAFE,AF_WARENH,AV1_RESTAU,AF_HOTEL,AV1_KDV,AV1_BSO,AV1_ONDBAS,AF_ONDVRT,AF_ONDVMB,AF_ONDHV,AF_TREINST,AF_BIBLIO,AF_BIOS,AF_ATTRAC,AF_PODIUM,AF_MUSEUM
BU04200802,Wognum Westergouw,WK042008,GM0420,Medemblik,4727,1750,860,885,15,12,23,28,21,6,5,0,1,1,0,3,754,80,20,99,71,29,26,3,88,12,1,20,1.2,0.8,0.5,6.1,2.0,3.0,0.6,6.1,2.0,4.8,2.7,3.3,1.9,5.3,5.3,5.6,6.1,4.8,4.8,2.9,3.5,6.1
BU04200803,Wognum Kreeklanden,WK042008,GM0420,Medemblik,5925,1290,675,615,21,14,26,29,10,4,2,0,0,0,0,1,499,81,19,99,87,13,6,7,37,63,1,10,1.3,1.0,0.7,6.0,2.0,2.8,0.9,6.6,2.0,4.7,0.0,1.0,0.0,5.2,5.2,5.5,6.0,4.7,4.7,2.7,4.1,6.0
BU04200804,Wognum Bloesemgaerde,WK042008,GM0420,Medemblik,3948,720,385,330,36,8,33,19,4,7,5,0,0,1,0,3,207,100,0,100,92,8,7,0,0,100,0,10,1.3,0.0,1.0,6.7,0.4,0.2,0.0,6.0,0.3,5.4,3.0,3.0,2.0,5.9,5.9,6.3,6.8,5.4,5.4,3.5,3.5,6.7
BU04200805,Wognum Leekerweide,WK042008,GM0420,Medemblik,1741,190,125,65,1,12,37,44,7,8,10,1,2,5,1,2,1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999.0,0.0,1.0,6.4,2.0,3.0,0.0,5.7,2.0,5.2,4.0,5.0,2.0,5.6,5.6,6.0,6.5,5.2,5.2,3.2,3.1,6.4
BU04200806,Wognum Oosteinde,WK042008,GM0420,Medemblik,324,250,140,105,9,15,17,33,26,8,7,1,3,1,0,2,73,99,1,96,99,1,0,1,93,7,4,10,0.8,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU04200807,Wognum Bedrijventerrein,WK042008,GM0420,Medemblik,-99999999,5,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU04200808,Wognum Wadway,WK042008,GM0420,Medemblik,634,50,25,20,4,12,14,41,29,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,22,100,0,95,95,5,0,5,95,5,5,0,-99999999.0,0.0,3.0,8.6,0.0,0.0,1.0,3.0,0.0,7.3,0.0,0.0,0.0,7.8,7.8,8.1,6.4,3.3,7.3,5.4,0.4,8.6
BU04200809,Wognum Buitengebied,WK042008,GM0420,Medemblik,50,515,280,230,14,18,15,37,16,4,2,0,1,0,0,2,185,95,5,96,92,8,0,8,87,13,4,0,1.6,0.1,2.0,6.8,0.2,0.3,0.2,4.9,0.2,5.5,0.2,0.3,0.1,6.0,6.0,6.3,6.4,4.4,5.5,3.7,3.0,6.8
BU04200901,Zwaagdijk-West Centrum,WK042009,GM0420,Medemblik,2494,440,225,215,20,13,22,32,14,5,2,0,0,0,0,2,169,99,1,99,79,21,17,5,75,25,1,10,1.5,0.0,2.4,4.9,0.0,0.0,0.0,5.5,0.0,3.9,1.0,0.0,1.0,4.1,4.1,4.6,5.0,3.6,3.9,1.7,5.2,4.9
BU04200902,Zwaagdijk-West Buitengebied,WK042009,GM0420,Medemblik,110,145,75,65,10,17,14,34,25,6,4,-99999999,-99999999,-99999999,-99999999,-99999999,60,100,0,95,90,10,0,10,83,17,5,0,1.1,0.0,3.2,5.7,0.0,0.0,0.0,6.3,0.0,4.8,0.3,0.0,0.3,4.7,4.7,5.0,5.4,4.4,4.8,2.6,6.0,5.8
BU04201001,Nibbixwoud Centrum,WK042010,GM0420,Medemblik,3227,2085,1050,1030,17,14,21,27,22,7,4,0,0,0,0,3,842,93,7,98,72,28,24,4,81,19,2,20,1.4,0.9,3.4,7.6,1.0,0.9,0.0,8.2,1.0,6.6,1.8,0.8,1.0,6.7,6.7,6.9,7.3,6.3,6.6,4.4,6.5,7.6
BU04201002,Nibbixwoud Bedrijventerrein,WK042010,GM0420,Medemblik,60,10,5,5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,1.9,6.7,0.0,0.0,0.0,7.1,0.0,5.5,0.0,0.0,0.0,6.0,6.0,6.3,6.8,5.5,5.5,3.5,4.5,6.7
BU04201003,Nibbixwoud Buitengebied,WK042010,GM0420,Medemblik,84,355,185,170,19,12,16,31,22,2,3,0,0,1,0,1,132,97,3,97,95,5,0,5,78,22,3,0,0.7,0.4,3.3,7.8,0.3,0.2,0.0,8.1,0.2,6.7,0.5,0.3,0.2,6.7,6.7,6.9,7.3,6.5,6.7,4.6,6.1,7.8
BU04201101,Midwoud Centrum,WK042011,GM0420,Medemblik,3111,2060,1040,1015,16,11,21,30,22,11,5,0,0,1,0,3,934,86,14,98,66,34,32,2,78,22,2,30,1.2,1.0,6.7,11.3,1.0,1.0,0.8,7.7,1.0,6.8,1.3,0.6,0.6,7.1,7.1,10.8,11.1,7.0,10.2,6.9,7.1,7.2
BU04201102,Midwoud Buitengebied,WK042011,GM0420,Medemblik,51,255,130,125,15,9,23,36,17,10,3,-99999999,-99999999,-99999999,-99999999,-99999999,105,98,2,96,86,14,5,10,91,9,4,0,1.2,0.0,5.4,9.9,0.0,0.0,0.1,8.5,0.8,7.9,0.1,0.1,0.1,8.1,8.1,9.3,9.7,7.8,8.9,6.4,7.2,8.4
BU04201201,Oostwoud Centrum,WK042012,GM0420,Medemblik,2106,695,360,330,11,14,13,38,23,7,2,0,0,1,0,1,278,96,4,96,85,15,14,1,88,12,4,10,1.4,0.1,6.1,12.4,0.1,0.1,0.2,5.8,0.1,4.9,0.5,0.3,0.3,6.2,6.2,10.7,10.0,6.1,11.6,6.0,6.2,5.5
BU04201202,Oostwoud Buitengebied,WK042012,GM0420,Medemblik,18,165,85,75,8,12,25,33,22,4,0,-99999999,-99999999,-99999999,-99999999,-99999999,85,79,21,93,67,12,0,12,72,28,7,0,1.9,0.2,5.3,13.0,0.2,0.2,0.3,5.4,0.2,4.9,0.6,0.3,0.3,5.9,5.9,11.2,9.7,5.2,12.2,5.7,5.9,5.4
BU04201301,Hauwert,WK042013,GM0420,Medemblik,118,705,365,340,17,10,19,31,23,8,2,0,0,0,0,2,279,99,1,96,84,16,10,5,82,18,4,10,1.3,0.0,5.3,10.3,0.0,0.8,0.8,5.1,0.7,6.4,0.8,0.0,0.8,8.1,8.1,8.3,7.8,5.5,9.5,7.2,8.5,7.9
BU04201401,Zwaagdijk-Oost Centrum,WK042014,GM0420,Medemblik,1662,600,315,285,16,14,23,30,17,10,2,0,0,0,0,1,249,99,1,95,82,18,12,6,94,6,5,10,1.4,0.0,4.5,10.4,0.1,0.1,0.1,3.5,0.0,6.0,1.5,0.7,0.8,7.2,7.2,8.0,5.6,4.1,9.9,7.6,9.1,6.9
BU04201402,Zwaagdijk-Oost Bedrijventerrein,WK042014,GM0420,Medemblik,56,75,35,35,9,13,20,52,5,36,0,-99999999,-99999999,-99999999,-99999999,-99999999,25,8,92,100,68,28,0,28,8,92,0,0,-99999999.0,0.0,3.4,10.6,0.0,0.0,0.0,3.5,0.0,6.4,0.0,0.0,0.0,5.9,5.9,6.8,4.2,3.5,11.3,9.4,9.7,7.2
BU04201403,Zwaagdijk-Oost Buitengebied,WK042014,GM0420,Medemblik,67,475,260,215,16,12,21,34,17,16,3,0,0,0,0,3,155,98,2,95,91,9,0,9,90,10,5,10,1.6,0.0,4.7,9.2,1.0,0.9,0.3,4.4,0.0,6.4,0.7,0.3,0.3,6.5,6.5,6.7,5.6,4.7,9.0,6.5,8.3,7.2
BU04201501,Wervershoof Centrum,WK042015,GM0420,Medemblik,4551,2825,1430,1395,15,10,23,30,22,8,6,0,0,1,0,5,1318,85,15,98,57,43,37,5,96,4,2,40,1.1,0.9,0.7,12.1,2.8,5.1,2.1,0.7,3.0,2.4,1.2,1.7,2.7,6.8,6.8,8.4,6.5,0.6,12.8,6.9,6.9,3.5
BU04201502,Wervershoof Oost,WK042015,GM0420,Medemblik,2619,1905,955,945,16,13,19,29,23,4,3,0,0,0,0,3,850,74,26,96,66,34,21,13,77,23,4,10,1.2,0.7,0.7,11.7,0.8,2.0,1.7,1.3,1.6,2.9,1.5,1.5,2.1,6.9,6.9,8.0,6.8,0.7,12.4,7.4,7.4,3.0
BU04201503,Wervershoof West,WK042015,GM0420,Medemblik,4585,1385,690,690,21,12,27,26,14,4,2,0,0,0,0,2,494,97,3,98,78,22,18,4,44,56,2,10,1.3,0.0,1.4,12.8,1.9,3.0,0.9,0.8,1.6,2.3,0.5,0.6,1.2,6.8,6.8,9.0,6.7,1.3,13.4,6.7,6.8,4.0
BU04201504,Wervershoof Vooroever,WK042015,GM0420,Medemblik,-99999999,0,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU04201505,Wervershoof Buitengebied,WK042015,GM0420,Medemblik,26,220,130,90,14,21,26,33,6,15,2,-99999999,-99999999,-99999999,-99999999,-99999999,68,100,0,88,87,13,0,13,76,24,12,0,1.3,0.0,2.5,11.0,0.3,0.7,0.6,2.2,0.5,4.4,0.2,0.2,0.2,6.0,6.0,7.3,5.4,2.3,11.4,8.1,8.3,4.6
BU04201506,Wervershoof Onderdijk,WK042015,GM0420,Medemblik,1839,1415,730,685,16,12,23,32,17,6,2,0,0,0,0,1,579,98,2,97,80,20,15,4,80,20,3,20,1.2,0.0,2.3,13.7,1.0,0.0,0.0,2.2,1.4,0.8,1.0,0.0,1.0,5.2,5.2,10.0,8.1,2.6,14.4,5.2,5.2,2.6
BU04201507,Wervershoof Onderdijk Aan de Vliet,WK042015,GM0420,Medemblik,1791,370,195,175,6,8,14,38,34,13,3,0,0,1,1,2,277,100,0,65,83,14,0,14,100,0,35,0,1.4,0.0,2.7,16.1,0.0,0.0,0.0,3.1,2.4,2.2,0.0,0.0,0.0,3.4,3.4,12.4,10.3,3.3,15.6,3.2,3.4,1.2
BU04201508,Wervershoof Onderdijk Buitengebied,WK042015,GM0420,Medemblik,15,40,20,20,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,16,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,3.5,15.0,0.1,0.0,0.0,3.5,0.7,2.3,0.1,0.0,0.1,4.6,4.6,11.2,8.8,3.7,14.7,4.4,4.6,3.1
BU04201601,Andijk Centrum,WK042016,GM0420,Medemblik,2509,2050,1035,1015,19,10,23,26,22,7,3,0,0,1,0,2,894,82,18,97,63,37,29,8,62,38,3,20,1.2,1.5,5.4,9.7,0.8,3.4,0.0,5.5,0.6,7.0,1.5,1.4,1.5,6.0,6.0,7.6,6.9,5.1,10.0,8.8,11.5,2.7
BU04201602,Andijk Oost,WK042016,GM0420,Medemblik,886,600,315,285,12,11,16,34,27,6,3,0,0,0,0,2,236,99,1,98,97,3,0,3,93,7,2,10,1.5,0.0,6.0,7.7,0.0,0.0,0.0,6.6,0.1,5.5,0.0,0.0,1.0,6.1,6.1,6.5,6.1,5.9,7.9,6.8,13.3,4.6
BU04201603,Andijk Midden,WK042016,GM0420,Medemblik,413,855,445,410,13,11,17,36,22,9,3,1,1,0,0,1,341,97,3,98,95,5,0,5,92,8,2,20,2.0,0.3,5.0,10.0,0.1,0.8,0.0,5.2,0.7,6.4,0.3,0.3,0.2,6.5,6.5,7.8,7.4,4.7,10.2,9.1,11.2,2.0
BU04201604,Andijk Zuid,WK042016,GM0420,Medemblik,2977,1505,780,725,16,12,23,28,21,13,9,0,0,1,0,8,665,86,14,98,59,41,37,3,94,6,2,30,1.1,1.7,5.4,9.0,1.7,3.8,0.0,5.6,1.0,6.7,1.7,1.7,1.7,5.3,5.3,6.9,6.2,5.2,9.3,8.1,11.7,3.1
BU04201605,Andijk Bangert,WK042016,GM0420,Medemblik,1973,1360,690,665,15,11,20,32,23,11,2,0,0,0,0,2,601,94,6,98,70,30,25,5,88,12,2,20,1.0,0.0,2.7,10.5,0.0,0.0,0.9,2.9,2.1,4.4,1.1,0.0,0.9,5.8,5.8,6.9,6.9,2.4,11.1,8.9,8.9,1.0
BU04201606,Andijk Grootslag en IJsselhof,WK042016,GM0420,Medemblik,63,30,20,10,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,4.1,11.6,0.0,0.0,0.2,4.2,1.2,5.8,0.0,0.0,0.0,7.1,7.1,8.2,8.4,3.8,11.9,10.3,10.3,0.8
BU04201607,Andijk Vooroever,WK042016,GM0420,Medemblik,-99999999,0,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU04201608,Andijk Bedrijventerrein,WK042016,GM0420,Medemblik,193,80,45,35,6,18,25,42,8,20,0,-99999999,-99999999,-99999999,-99999999,-99999999,35,94,6,89,74,23,0,23,69,31,11,0,-99999999.0,0.5,5.6,8.3,1.3,1.5,0.0,5.9,0.6,6.1,0.4,0.8,0.4,5.1,5.1,6.7,6.0,5.6,8.6,7.4,12.4,3.8
BU04201609,Andijk Waterzuivering,WK042016,GM0420,Medemblik,-99999999,0,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0,-99999999.0
BU04201610,Andijk Buitengebied,WK042016,GM0420,Medemblik,28,385,210,170,19,15,21,33,12,12,2,-99999999,-99999999,-99999999,-99999999,-99999999,143,96,4,84,76,24,0,24,72,28,16,0,2.0,0.0,4.0,7.7,0.0,0.0,0.0,4.4,0.2,4.8,0.1,0.0,0.1,4.4,4.4,5.3,5.1,3.9,8.1,6.9,12.0,3.7
BU04310000,Kerkbuurt,WK043100,GM0431,Oostzaan,2021,7050,3435,3615,15,12,20,31,22,7,9,1,0,1,1,5,3095,80,20,97,60,40,35,5,92,8,3,70,1.2,0.9,0.7,5.6,1.4,3.7,2.3,0.8,3.9,2.3,2.4,2.5,1.7,3.2,3.2,4.9,5.7,2.9,4.7,6.9,4.5,5.0
BU04310001,Zuideinde,WK043100,GM0431,Oostzaan,216,215,110,105,11,14,17,30,28,5,3,-99999999,-99999999,-99999999,-99999999,-99999999,93,96,4,92,84,16,0,16,95,5,8,10,1.6,0.7,0.8,4.4,1.4,1.8,0.4,1.5,0.7,2.2,0.8,0.4,0.5,2.1,2.1,4.5,6.2,1.4,5.2,7.4,4.7,5.2
BU04310002,Kerkstraat,WK043100,GM0431,Oostzaan,3982,800,400,395,16,13,21,32,17,7,10,1,0,3,1,5,317,86,14,98,79,21,16,5,77,23,2,10,1.3,0.4,1.0,4.9,1.6,4.6,2.2,0.6,4.1,2.4,2.1,2.1,1.7,2.5,2.5,4.0,4.9,3.4,3.9,6.1,3.7,4.2
BU04310003,De Haal en De Heul en Noordeinde,WK043100,GM0431,Oostzaan,244,1665,850,810,20,11,24,31,14,6,4,1,0,1,1,3,603,98,2,96,94,6,2,3,43,57,4,20,1.4,0.0,2.2,6.8,0.4,1.8,0.9,1.5,0.9,4.0,0.5,1.1,0.5,4.6,4.6,6.0,6.5,4.4,5.9,8.1,5.8,6.2
BU04320000,Opmeer-Noord,WK043200,GM0432,Opmeer,322,2140,1095,1045,14,13,21,31,20,5,4,0,0,1,0,3,895,91,9,98,71,29,0,29,99,1,2,20,1.4,0.5,0.8,10.2,1.2,4.2,0.7,1.0,0.6,8.7,1.2,1.5,2.1,9.1,9.3,9.1,4.4,0.7,10.5,8.4,3.5,7.5
BU04320001,"Opmeer-Zuid, Spanbroek (gedeeltelijk)",WK043200,GM0432,Opmeer,1036,3920,1965,1955,17,13,26,24,22,8,2,0,0,0,0,2,1586,80,20,95,76,24,1,23,69,31,5,30,1.1,0.8,0.7,10.5,1.5,5.0,0.8,0.6,1.0,9.5,0.6,1.3,1.2,9.4,9.6,9.4,4.1,0.8,10.1,8.0,2.5,8.4
BU04320002,Zandwerven en Lutkedijk,WK043200,GM0432,Opmeer,41,115,55,55,9,13,10,50,19,4,1,-99999999,-99999999,-99999999,-99999999,-99999999,49,96,4,100,96,4,0,4,94,6,0,0,1.6,0.0,2.9,10.2,0.0,0.0,0.9,2.7,0.0,8.7,0.0,0.0,0.0,9.1,9.3,9.1,3.4,2.9,10.3,7.5,4.7,9.2
BU04320003,Wadway,WK043200,GM0432,Opmeer,70,175,100,75,14,21,13,34,18,1,0,-99999999,-99999999,-99999999,-99999999,-99999999,66,100,0,94,89,11,0,11,88,12,6,0,0.7,0.0,2.8,9.4,0.0,0.0,0.6,2.6,0.1,8.1,0.0,0.0,0.0,8.6,8.6,8.9,5.7,2.9,8.1,6.2,0.7,9.4
BU04320007,Verspreide huizen in De Kaag,WK043200,GM0432,Opmeer,62,140,75,60,12,16,20,38,14,6,1,-99999999,-99999999,-99999999,-99999999,-99999999,46,98,2,100,96,4,0,4,85,15,0,0,1.4,0.0,2.0,8.3,0.0,0.3,0.1,2.4,0.2,8.0,0.1,0.3,0.0,7.2,7.4,7.2,1.9,1.6,8.5,5.8,4.4,8.4
BU04320009,Overige verspreide huizen,WK043200,GM0432,Opmeer,22,25,10,10,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,2.8,9.1,0.0,0.0,0.0,2.8,0.0,7.0,0.0,0.0,0.0,8.1,8.1,8.2,4.5,2.8,9.4,7.5,5.2,5.9
BU04320100,Hoogwoud,WK043201,GM0432,Opmeer,629,3585,1815,1770,15,11,23,28,23,5,4,0,0,1,0,3,1551,85,15,98,75,25,1,24,83,17,2,50,1.3,1.8,2.1,11.3,1.5,1.8,1.7,2.3,1.5,7.3,2.0,3.0,1.9,10.3,10.4,10.4,5.8,1.9,11.6,9.7,4.8,6.5
BU04320101,Aartswoud,WK043201,GM0432,Opmeer,125,485,245,240,14,12,17,32,25,7,2,0,1,0,0,2,180,89,11,96,74,26,0,26,91,9,4,10,1.5,0.0,4.6,13.9,0.0,0.0,0.8,5.5,0.0,6.1,0.6,0.0,0.6,11.9,11.9,13.3,9.4,4.6,14.1,11.3,8.0,6.4
BU04320102,Langereis (gedeeltelijk),WK043201,GM0432,Opmeer,30,115,60,55,9,8,13,44,27,4,1,-99999999,-99999999,-99999999,-99999999,-99999999,50,96,4,96,96,4,0,4,90,10,4,0,-99999999.0,0.0,3.7,9.6,0.0,0.0,0.0,4.7,0.0,5.8,0.2,0.2,0.0,8.7,8.7,8.9,7.1,3.6,9.9,8.2,7.2,3.9
BU04320103,Gouwe,WK043201,GM0432,Opmeer,101,240,125,115,11,17,21,35,16,17,1,-99999999,-99999999,-99999999,-99999999,-99999999,74,91,9,97,92,8,0,8,95,5,3,0,1.1,0.0,3.9,13.3,0.0,0.2,0.0,4.1,0.0,8.0,0.0,0.0,0.0,12.3,12.3,12.6,8.0,3.8,12.3,10.3,6.6,8.0
BU04320200,De Weere,WK043202,GM0432,Opmeer,137,870,450,420,13,17,18,36,16,6,1,-99999999,-99999999,-99999999,-99999999,-99999999,346,96,4,98,82,18,0,18,85,15,2,10,1.4,0.0,5.2,13.8,0.0,0.0,0.0,5.4,0.5,10.7,0.9,0.4,0.4,10.6,10.6,12.8,9.2,5.1,13.0,10.0,7.8,10.7
BU04370000,Ouderkerk aan de Amstel,WK043700,GM0437,Ouder-Amstel,4015,8270,4015,4255,18,12,18,31,21,11,10,1,1,2,1,5,3424,79,21,97,65,35,29,6,81,19,3,120,1.1,0.5,0.9,3.8,1.1,2.5,1.1,4.3,3.8,3.6,2.6,3.4,1.5,3.4,3.4,5.3,4.8,0.9,3.8,3.2,3.2,1.0
BU04370001,Duivendrecht,WK043700,GM0437,Ouder-Amstel,3727,5050,2460,2585,15,12,28,25,20,17,24,3,1,7,1,12,2618,31,69,92,40,60,37,22,94,6,8,90,0.7,0.8,0.7,4.8,1.0,4.0,0.8,3.2,3.6,1.9,1.0,2.7,1.8,1.8,1.8,2.5,1.5,0.5,3.8,3.4,2.8,2.9
BU04370002,Industriegebied Amstel,WK043700,GM0437,Ouder-Amstel,55,55,30,25,8,19,25,34,14,29,15,0,0,2,0,14,4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999.0,0.0,2.1,3.9,0.0,0.2,0.0,3.8,1.3,0.5,0.0,0.0,0.0,2.0,2.0,2.5,1.8,2.0,3.5,3.3,2.5,3.8
BU04370006,Verspreide huizen in de Rondehoeppolder,WK043700,GM0437,Ouder-Amstel,30,350,190,160,13,10,18,36,23,8,1,-99999999,-99999999,-99999999,-99999999,-99999999,139,97,3,90,77,23,7,16,83,17,10,0,1.8,0.0,4.7,7.0,0.0,0.1,0.0,6.5,0.3,5.8,0.1,0.1,0.0,6.5,6.5,8.0,7.3,4.5,7.8,7.1,7.1,4.5
BU04370007,Verspreide huizen in de Duivendrechtsche polder,WK043700,GM0437,Ouder-Amstel,17,65,40,25,17,13,10,32,28,3,1,-99999999,-99999999,-99999999,-99999999,-99999999,29,90,10,83,66,31,0,31,90,10,17,0,-99999999.0,0.0,2.3,4.1,0.0,0.0,0.3,4.6,0.1,4.1,0.0,0.0,0.0,3.7,3.7,5.2,5.9,2.3,5.3,4.7,4.6,2.2
BU04370008,Verspreide huizen in de Bullewijker polder,WK043700,GM0437,Ouder-Amstel,27,75,35,35,9,8,16,33,33,12,4,-99999999,-99999999,-99999999,-99999999,-99999999,31,100,0,94,87,10,0,10,68,32,6,0,-99999999.0,0.0,2.2,4.4,0.1,0.0,0.1,4.0,0.1,2.7,0.1,0.1,0.1,4.2,4.2,4.5,3.6,2.1,3.2,2.5,2.5,2.6
BU04370009,Verspreide huizen langs De Bullewijk en De Hole,WK043700,GM0437,Ouder-Amstel,192,145,75,65,16,17,11,34,23,10,1,-99999999,-99999999,-99999999,-99999999,-99999999,51,96,4,94,71,29,22,8,84,16,6,0,1.8,0.0,1.9,4.7,0.3,0.0,0.3,5.0,0.4,4.3,0.6,0.6,0.4,4.4,4.4,6.0,5.0,1.6,4.7,4.1,4.0,2.2
BU04390101,Binnenstad,WK043901,GM0439,Purmerend,6403,1715,900,815,6,12,38,24,20,14,15,1,1,4,1,7,1116,14,86,92,33,66,27,39,79,21,8,30,0.7,3.3,0.5,1.7,3.6,29.6,19.7,0.6,44.5,0.7,0.7,0.6,0.6,1.0,1.0,1.0,1.5,1.1,0.4,4.7,0.5,0.4
BU04390102,Stationsbuurt,WK043901,GM0439,Purmerend,3327,480,185,295,2,4,7,13,74,6,5,1,0,1,0,3,317,11,89,94,52,48,46,2,100,0,6,0,0.6,3.8,0.5,1.2,5.1,22.6,12.9,1.0,36.6,1.2,1.9,1.0,1.0,1.0,1.1,1.0,1.0,0.6,0.7,4.2,0.4,0.8
BU04390103,Zuiderpolder,WK043901,GM0439,Purmerend,6628,2375,1110,1260,12,10,20,29,29,8,9,1,1,3,0,4,1241,70,30,95,52,48,44,4,98,2,5,30,0.8,2.4,0.9,1.7,0.2,11.2,8.8,1.4,23.4,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.6,1.2,1.1,4.7,1.0,1.2
BU04390201,Overwhere-Zuid,WK043902,GM0439,Purmerend,5937,6180,2965,3215,15,11,27,25,21,10,20,5,2,4,2,7,3191,50,50,96,50,50,45,5,99,1,4,110,0.8,2.5,1.0,1.9,4.2,13.1,2.6,1.7,5.2,1.8,2.4,3.0,1.9,0.7,0.8,0.7,1.3,1.5,1.4,4.6,1.3,1.5
BU04390202,De Koog,WK043902,GM0439,Purmerend,32,15,10,5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999.0,0.0,1.9,2.8,0.0,0.0,0.0,3.0,0.0,3.1,0.0,0.7,0.0,0.4,0.4,2.0,2.0,2.7,2.7,2.9,2.5,2.8
BU04390203,Wagenweg,WK043902,GM0439,Purmerend,3364,595,280,315,16,13,27,27,17,8,26,2,2,8,3,12,243,58,42,98,55,45,35,10,41,59,2,0,1.0,2.0,0.6,1.3,6.4,21.7,9.7,1.1,27.8,1.2,0.8,0.0,0.2,0.7,0.9,0.7,1.1,0.7,0.8,4.3,0.5,0.9
